11											
385200	0	0	0	0	1	0	0	2	0	0	0
388800	0	0	0	0	0	0	0	1	0	0	0
392400	0	0	0	0	0	1	0	0	0	0	0
396000	0	0	1	0	0	0	0	0	0	0	0
399600	0	0	0	0	0	0	1	0	0	0	0
403200	0	0	0	0	0	0	1	0	0.5	0	0
406800	0	0	0	0	0	0	0	0	0	0	0
410400	0	0	0	0	0	0	0	0	0	0	0
414000	0	0	0	0	0	0	0	0	0	0	0
417600	0	0	0	0	0	0	0	0	0	0	0
421200	0	0	0	0	0	0	0	0	0	0	0
424800	0	0	0	0	0	0	0	0	0	0	0
428400	0	0	0	0	1	0	0	0	0	0	0
432000	0	0	0	0	0	0	0	0	0	0	0
435600	0	0	0	0	0	0	0	0	0	0	0
439200	0	0	0	0	0	0	0	0	0	0	0
442800	0	0	0	0	0	0	0	0	0	0	0
446400	0	0	0	0	0	0	0	0	0	0	0
450000	0	0	0	0	0	0	0	0	0	0	0
453600	0	0	0	0	0	0	0	0	0	0	0
457200	0	0	0	0	0	0	0	0	0	0	0
460800	0	0	0	0	0	0	0	0	0	0	0
464400	0	0	0	0	0	0	0	0	0	0	0
468000	0	0	0	0	0	0	0	0	0	0	0
471600	0	0	0	0	0	0	0	0	0	0	0
475200	0	0	0	0	0	0	0	0	0	0	0
478800	0	0	0	0	0	0	0	0	0	0	0
482400	0	0	0	0	0	0	0	0	0	0	0
486000	0	0	0	0	0	0	0	0	0	0	0
489600	0	0	0	0	0	0	0	0	0	0	0
493200	0	0	0	0	0	0	0	0	0	0	0
496800	0	0	0	0	0	0	0	0	0	0	0
500400	0	0	0	0	0	0	0	0	0	0	0
504000	0	0	0	0	0	0	0	0	0	0	0
507600	0	0	0	0	0	0	0	0	0	0	0
511200	0	0	0	0	0	0	0	0	0	0	0
514800	0	0	0	0	0	0	0	0	0	0	0
518400	0	0	0	0	0	0	0	0	0	0	0
522000	0	0	0	0	0	0	0	0	0	0	0
525600	0	0	0	0	0	0	0	0	0	0	0
529200	0	0	0	0	0	0	0	0	0	0	0
532800	0	0	0	0	0	0	0	0	0	0	0
536400	0	0	0	0	0	0	0	0	0	0	0
540000	0	0	0	0	0	0	0	0	0	0	0
543600	0	0	0	0	0	0	0	0	0	0	0
547200	0	0	0	0	0	0	0	0	0	0	0
550800	0	0	0	0	0	0	0	0	0	0	0
554400	0	0	0	0	0	0	0	0	0	0	0
558000	0	0	0	0	0	0	0	0	0	0	0
561600	0	0	0	0	0	0	0	0	0	0	0
565200	0	0	0	0	0	0	0	0	0	0	0
568800	0	0	0	0	0	0	0	0	0	0	0
572400	0	0	0	0	0	0	0	0	0	0	0
576000	0	0	0	0	0	0	0	0	0	0	0
579600	0	0	0	0	0	0	0	0	0	0	0
583200	0	0	0	0	0	0	0	0	0	0	0
586800	0	0	0	0	0	0	0	0	0	0	0
590400	0	0	0	0	0	0	0	0	0	0	0
594000	0	0	0	0	0	0	0	0	0	0	0
597600	0	0	0	0	0	0	0	0	0	0	0
601200	0	0	0	0	0	0	0	0	0	0	0
